#=============================================================================#
#          dieharder version 3.29.5beta Copyright 2003 Robert G. Brown        #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
        AES_OFB|  2.71e+07  | 205224670|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
         rgb_bitdist|   4|    100000|     100|0.31740404|  PASSED  
         rgb_bitdist|   5|    100000|     100|0.56087192|  PASSED  
         rgb_bitdist|   6|    100000|     100|0.04147357|  PASSED  
         rgb_bitdist|   7|    100000|     100|0.14730994|  PASSED  
         rgb_bitdist|   8|    100000|     100|0.14969864|  PASSED  
         rgb_bitdist|   9|    100000|     100|0.88626300|  PASSED  
         rgb_bitdist|  10|    100000|     100|0.29670081|  PASSED  
         rgb_bitdist|  11|    100000|     100|0.63721491|  PASSED  
         rgb_bitdist|  12|    100000|     100|0.83849303|  PASSED  
rgb_minimum_distance|   2|     10000|    1000|0.22411219|  PASSED  
rgb_minimum_distance|   3|     10000|    1000|0.84397896|  PASSED  
rgb_minimum_distance|   4|     10000|    1000|0.42496024|  PASSED  
rgb_minimum_distance|   5|     10000|    1000|0.50141324|  PASSED  
    rgb_permutations|   2|    100000|     100|0.34574320|  PASSED  
    rgb_permutations|   3|    100000|     100|0.50528580|  PASSED  
    rgb_permutations|   4|    100000|     100|0.83518676|  PASSED  
    rgb_permutations|   5|    100000|     100|0.66628557|  PASSED  
      rgb_lagged_sum|   0|   1000000|     100|0.91541406|  PASSED  
      rgb_lagged_sum|   1|   1000000|     100|0.80422646|  PASSED  
      rgb_lagged_sum|   2|   1000000|     100|0.41420626|  PASSED  
      rgb_lagged_sum|   3|   1000000|     100|0.20285035|  PASSED  
      rgb_lagged_sum|   4|   1000000|     100|0.09220408|  PASSED  
      rgb_lagged_sum|   5|   1000000|     100|0.50140977|  PASSED  
      rgb_lagged_sum|   6|   1000000|     100|0.58959027|  PASSED  
      rgb_lagged_sum|   7|   1000000|     100|0.25103273|  PASSED  
      rgb_lagged_sum|   8|   1000000|     100|0.87733026|  PASSED  
      rgb_lagged_sum|   9|   1000000|     100|0.10291000|  PASSED  
      rgb_lagged_sum|  10|   1000000|     100|0.62433480|  PASSED  
      rgb_lagged_sum|  11|   1000000|     100|0.68107432|  PASSED  
      rgb_lagged_sum|  12|   1000000|     100|0.41339988|  PASSED  
      rgb_lagged_sum|  13|   1000000|     100|0.61450241|  PASSED  
      rgb_lagged_sum|  14|   1000000|     100|0.09202318|  PASSED  
      rgb_lagged_sum|  15|   1000000|     100|0.84818307|  PASSED  
      rgb_lagged_sum|  16|   1000000|     100|0.80746762|  PASSED  
      rgb_lagged_sum|  17|   1000000|     100|0.85949236|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.20730715|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.39538782|  PASSED  
      rgb_lagged_sum|  20|   1000000|     100|0.72738308|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.35581586|  PASSED  
